shift_id,shift_date,shift_slot,shift_status,dept_id
82,2025-07-02,Morning,Completed,13
83,2025-07-02,Afternoon,Completed,13
84,2025-07-02,Night,Completed,13
85,2025-07-02,Morning,Completed,14
86,2025-07-02,Afternoon,Completed,14
87,2025-07-02,Night,Completed,14
88,2025-07-02,Morning,Completed,15
89,2025-07-02,Afternoon,Scheduled,15
90,2025-07-02,Night,Scheduled,15
91,2025-07-03,Morning,Completed,1
92,2025-07-03,Afternoon,Completed,1
93,2025-07-03,Night,Completed,1
94,2025-07-03,Morning,Completed,2
95,2025-07-03,Afternoon,Completed,2
96,2025-07-03,Night,Completed,2
97,2025-07-03,Morning,Completed,3
98,2025-07-03,Afternoon,Completed,3
99,2025-07-03,Night,Scheduled,3
100,2025-07-03,Morning,Completed,4
101,2025-07-03,Afternoon,Completed,4
102,2025-07-03,Night,Scheduled,4
103,2025-07-03,Morning,Completed,5
104,2025-07-03,Afternoon,Completed,5
105,2025-07-03,Night,Completed,5
106,2025-07-03,Morning,Completed,6
107,2025-07-03,Afternoon,Completed,6
108,2025-07-03,Night,Scheduled,6
109,2025-07-03,Morning,Scheduled,7
110,2025-07-03,Afternoon,Completed,7
111,2025-07-03,Night,Scheduled,7
112,2025-07-03,Morning,Completed,8
113,2025-07-03,Afternoon,Completed,8
114,2025-07-03,Night,Completed,8
115,2025-07-03,Morning,Scheduled,9
116,2025-07-03,Afternoon,Completed,9
117,2025-07-03,Night,Completed,9
118,2025-07-03,Morning,Completed,10
119,2025-07-03,Afternoon,Completed,10
120,2025-07-03,Night,Completed,10
121,2025-07-03,Morning,Completed,11
122,2025-07-03,Afternoon,Scheduled,11
123,2025-07-03,Night,Completed,11
124,2025-07-03,Morning,Completed,12
125,2025-07-03,Afternoon,Completed,12
126,2025-07-03,Night,Scheduled,12
127,2025-07-03,Morning,Completed,13
128,2025-07-03,Afternoon,Completed,13
129,2025-07-03,Night,Completed,13
130,2025-07-03,Morning,Completed,14
131,2025-07-03,Afternoon,Completed,14
132,2025-07-03,Night,Completed,14
133,2025-07-03,Morning,Completed,15
134,2025-07-03,Afternoon,Completed,15
135,2025-07-03,Night,Completed,15
136,2025-07-04,Morning,Scheduled,1
137,2025-07-04,Afternoon,Completed,1
138,2025-07-04,Night,Completed,1
139,2025-07-04,Morning,Completed,2
140,2025-07-04,Afternoon,Completed,2
141,2025-07-04,Night,Scheduled,2
142,2025-07-04,Morning,Completed,3
143,2025-07-04,Afternoon,Scheduled,3
144,2025-07-04,Night,Scheduled,3
145,2025-07-04,Morning,Completed,4
146,2025-07-04,Afternoon,Completed,4
147,2025-07-04,Night,Completed,4
148,2025-07-04,Morning,Completed,5
149,2025-07-04,Afternoon,Scheduled,5
150,2025-07-04,Night,Completed,5
151,2025-07-04,Morning,Completed,6
152,2025-07-04,Afternoon,Completed,6
153,2025-07-04,Night,Completed,6
154,2025-07-04,Morning,Completed,7
155,2025-07-04,Afternoon,Completed,7
156,2025-07-04,Night,Completed,7
157,2025-07-04,Morning,Completed,8
158,2025-07-04,Afternoon,Completed,8
159,2025-07-04,Night,Completed,8
160,2025-07-04,Morning,Scheduled,9
161,2025-07-04,Afternoon,Completed,9
162,2025-07-04,Night,Completed,9
163,2025-07-04,Morning,Scheduled,10
164,2025-07-04,Afternoon,Completed,10
165,2025-07-04,Night,Completed,10
166,2025-07-04,Morning,Completed,11
167,2025-07-04,Afternoon,Scheduled,11
168,2025-07-04,Night,Completed,11
169,2025-07-04,Morning,Completed,12
170,2025-07-04,Afternoon,Scheduled,12
171,2025-07-04,Night,Completed,12
172,2025-07-04,Morning,Completed,13
173,2025-07-04,Afternoon,Completed,13
174,2025-07-04,Night,Completed,13
175,2025-07-04,Morning,Scheduled,14
176,2025-07-04,Afternoon,Scheduled,14
177,2025-07-04,Night,Completed,14
178,2025-07-04,Morning,Scheduled,15
179,2025-07-04,Afternoon,Scheduled,15
180,2025-07-04,Night,Completed,15
181,2025-07-05,Morning,Completed,1
182,2025-07-05,Afternoon,Completed,1
183,2025-07-05,Night,Completed,1
184,2025-07-05,Morning,Scheduled,2
185,2025-07-05,Afternoon,Completed,2
186,2025-07-05,Night,Scheduled,2
187,2025-07-05,Morning,Completed,3
188,2025-07-05,Afternoon,Scheduled,3
189,2025-07-05,Night,Completed,3
190,2025-07-05,Morning,Completed,4
191,2025-07-05,Afternoon,Completed,4
192,2025-07-05,Night,Completed,4
193,2025-07-05,Morning,Scheduled,5
194,2025-07-05,Afternoon,Completed,5
195,2025-07-05,Night,Completed,5
196,2025-07-05,Morning,Completed,6
197,2025-07-05,Afternoon,Completed,6
198,2025-07-05,Night,Completed,6
199,2025-07-05,Morning,Completed,7
200,2025-07-05,Afternoon,Scheduled,7
201,2025-07-05,Night,Completed,7
202,2025-07-05,Morning,Completed,8
203,2025-07-05,Afternoon,Completed,8
204,2025-07-05,Night,Completed,8
205,2025-07-05,Morning,Completed,9
206,2025-07-05,Afternoon,Completed,9
207,2025-07-05,Night,Completed,9
208,2025-07-05,Morning,Completed,10
209,2025-07-05,Afternoon,Completed,10
210,2025-07-05,Night,Completed,10
211,2025-07-05,Morning,Completed,11
212,2025-07-05,Afternoon,Completed,11
213,2025-07-05,Night,Completed,11
214,2025-07-05,Morning,Completed,12
215,2025-07-05,Afternoon,Completed,12
216,2025-07-05,Night,Completed,12
217,2025-07-05,Morning,Completed,13
218,2025-07-05,Afternoon,Scheduled,13
219,2025-07-05,Night,Scheduled,13
220,2025-07-05,Morning,Scheduled,14
221,2025-07-05,Afternoon,Completed,14
222,2025-07-05,Night,Completed,14
223,2025-07-05,Morning,Completed,15
224,2025-07-05,Afternoon,Completed,15
225,2025-07-05,Night,Scheduled,15
226,2025-07-06,Morning,Completed,1
227,2025-07-06,Afternoon,Completed,1
228,2025-07-06,Night,Completed,1
229,2025-07-06,Morning,Completed,2
230,2025-07-06,Afternoon,Completed,2
231,2025-07-06,Night,Completed,2
232,2025-07-06,Morning,Completed,3
233,2025-07-06,Afternoon,Completed,3
234,2025-07-06,Night,Completed,3
235,2025-07-06,Morning,Completed,4
236,2025-07-06,Afternoon,Completed,4
237,2025-07-06,Night,Completed,4
238,2025-07-06,Morning,Scheduled,5
239,2025-07-06,Afternoon,Completed,5
240,2025-07-06,Night,Completed,5
241,2025-07-06,Morning,Completed,6
242,2025-07-06,Afternoon,Completed,6
243,2025-07-06,Night,Completed,6
244,2025-07-06,Morning,Completed,7
245,2025-07-06,Afternoon,Completed,7
246,2025-07-06,Night,Completed,7
247,2025-07-06,Morning,Completed,8
248,2025-07-06,Afternoon,Scheduled,8
249,2025-07-06,Night,Completed,8
250,2025-07-06,Morning,Completed,9
251,2025-07-06,Afternoon,Completed,9
252,2025-07-06,Night,Completed,9
253,2025-07-06,Morning,Completed,10
254,2025-07-06,Afternoon,Scheduled,10
255,2025-07-06,Night,Scheduled,10
256,2025-07-06,Morning,Completed,11
257,2025-07-06,Afternoon,Scheduled,11
258,2025-07-06,Night,Completed,11
259,2025-07-06,Morning,Scheduled,12
260,2025-07-06,Afternoon,Completed,12
261,2025-07-06,Night,Scheduled,12
262,2025-07-06,Morning,Completed,13
263,2025-07-06,Afternoon,Completed,13
264,2025-07-06,Night,Scheduled,13
265,2025-07-06,Morning,Completed,14
266,2025-07-06,Afternoon,Completed,14
267,2025-07-06,Night,Completed,14
268,2025-07-06,Morning,Completed,15
269,2025-07-06,Afternoon,Completed,15
270,2025-07-06,Night,Completed,15
271,2025-07-07,Morning,Scheduled,1
272,2025-07-07,Afternoon,Completed,1
273,2025-07-07,Night,Completed,1
274,2025-07-07,Morning,Completed,2
275,2025-07-07,Afternoon,Completed,2
276,2025-07-07,Night,Scheduled,2
277,2025-07-07,Morning,Scheduled,3
278,2025-07-07,Afternoon,Scheduled,3
279,2025-07-07,Night,Completed,3
280,2025-07-07,Morning,Scheduled,4
281,2025-07-07,Afternoon,Scheduled,4
282,2025-07-07,Night,Scheduled,4
283,2025-07-07,Morning,Completed,5
284,2025-07-07,Afternoon,Completed,5
285,2025-07-07,Night,Completed,5
286,2025-07-07,Morning,Completed,6
287,2025-07-07,Afternoon,Scheduled,6
288,2025-07-07,Night,Scheduled,6
289,2025-07-07,Morning,Completed,7
290,2025-07-07,Afternoon,Completed,7
291,2025-07-07,Night,Completed,7
292,2025-07-07,Morning,Completed,8
293,2025-07-07,Afternoon,Completed,8
294,2025-07-07,Night,Completed,8
295,2025-07-07,Morning,Completed,9
296,2025-07-07,Afternoon,Completed,9
297,2025-07-07,Night,Scheduled,9
298,2025-07-07,Morning,Completed,10
299,2025-07-07,Afternoon,Completed,10
300,2025-07-07,Night,Completed,10
301,2025-07-07,Morning,Completed,11
302,2025-07-07,Afternoon,Scheduled,11
303,2025-07-07,Night,Completed,11
304,2025-07-07,Morning,Completed,12
305,2025-07-07,Afternoon,Completed,12
306,2025-07-07,Night,Completed,12
307,2025-07-07,Morning,Scheduled,13
308,2025-07-07,Afternoon,Completed,13
309,2025-07-07,Night,Completed,13
310,2025-07-07,Morning,Completed,14
311,2025-07-07,Afternoon,Completed,14
312,2025-07-07,Night,Completed,14
313,2025-07-07,Morning,Completed,15
314,2025-07-07,Afternoon,Scheduled,15
315,2025-07-07,Night,Completed,15
316,2025-07-08,Morning,Scheduled,1
317,2025-07-08,Afternoon,Completed,1
318,2025-07-08,Night,Completed,1
319,2025-07-08,Morning,Scheduled,2
320,2025-07-08,Afternoon,Completed,2
321,2025-07-08,Night,Completed,2
322,2025-07-08,Morning,Completed,3
323,2025-07-08,Afternoon,Completed,3
324,2025-07-08,Night,Scheduled,3
325,2025-07-08,Morning,Scheduled,4
326,2025-07-08,Afternoon,Scheduled,4
327,2025-07-08,Night,Scheduled,4
328,2025-07-08,Morning,Completed,5
329,2025-07-08,Afternoon,Completed,5
330,2025-07-08,Night,Completed,5
331,2025-07-08,Morning,Completed,6
332,2025-07-08,Afternoon,Completed,6
333,2025-07-08,Night,Completed,6
334,2025-07-08,Morning,Completed,7
335,2025-07-08,Afternoon,Completed,7
336,2025-07-08,Night,Completed,7
337,2025-07-08,Morning,Completed,8
338,2025-07-08,Afternoon,Completed,8
339,2025-07-08,Night,Completed,8
340,2025-07-08,Morning,Scheduled,9
341,2025-07-08,Afternoon,Scheduled,9
342,2025-07-08,Night,Scheduled,9
343,2025-07-08,Morning,Scheduled,10
344,2025-07-08,Afternoon,Scheduled,10
345,2025-07-08,Night,Completed,10
346,2025-07-08,Morning,Completed,11
347,2025-07-08,Afternoon,Completed,11
348,2025-07-08,Night,Completed,11
349,2025-07-08,Morning,Scheduled,12
350,2025-07-08,Afternoon,Scheduled,12
351,2025-07-08,Night,Completed,12
352,2025-07-08,Morning,Completed,13
353,2025-07-08,Afternoon,Completed,13
354,2025-07-08,Night,Completed,13
355,2025-07-08,Morning,Scheduled,14
356,2025-07-08,Afternoon,Completed,14
357,2025-07-08,Night,Completed,14
358,2025-07-08,Morning,Completed,15
359,2025-07-08,Afternoon,Completed,15
360,2025-07-08,Night,Scheduled,15
361,2025-07-09,Morning,Completed,1
362,2025-07-09,Afternoon,Completed,1
363,2025-07-09,Night,Scheduled,1
364,2025-07-09,Morning,Completed,2
365,2025-07-09,Afternoon,Scheduled,2
366,2025-07-09,Night,Scheduled,2
367,2025-07-09,Morning,Completed,3
368,2025-07-09,Afternoon,Completed,3
369,2025-07-09,Night,Completed,3
370,2025-07-09,Morning,Completed,4
371,2025-07-09,Afternoon,Completed,4
372,2025-07-09,Night,Completed,4
373,2025-07-09,Morning,Completed,5
374,2025-07-09,Afternoon,Completed,5
375,2025-07-09,Night,Completed,5
376,2025-07-09,Morning,Completed,6
377,2025-07-09,Afternoon,Scheduled,6
378,2025-07-09,Night,Scheduled,6
379,2025-07-09,Morning,Scheduled,7
380,2025-07-09,Afternoon,Completed,7
381,2025-07-09,Night,Completed,7
382,2025-07-09,Morning,Completed,8
383,2025-07-09,Afternoon,Completed,8
384,2025-07-09,Night,Completed,8
385,2025-07-09,Morning,Completed,9
386,2025-07-09,Afternoon,Completed,9
387,2025-07-09,Night,Completed,9
388,2025-07-09,Morning,Scheduled,10
389,2025-07-09,Afternoon,Completed,10
390,2025-07-09,Night,Completed,10
391,2025-07-09,Morning,Completed,11
392,2025-07-09,Afternoon,Completed,11
393,2025-07-09,Night,Completed,11
394,2025-07-09,Morning,Completed,12
395,2025-07-09,Afternoon,Completed,12
396,2025-07-09,Night,Completed,12
397,2025-07-09,Morning,Scheduled,13
398,2025-07-09,Afternoon,Completed,13
399,2025-07-09,Night,Completed,13
400,2025-07-09,Morning,Completed,14
401,2025-07-09,Afternoon,Completed,14
402,2025-07-09,Night,Completed,14
403,2025-07-09,Morning,Completed,15
404,2025-07-09,Afternoon,Completed,15
405,2025-07-09,Night,Completed,15
406,2025-07-10,Morning,Scheduled,1
407,2025-07-10,Afternoon,Completed,1
408,2025-07-10,Night,Completed,1
409,2025-07-10,Morning,Completed,2
410,2025-07-10,Afternoon,Scheduled,2
411,2025-07-10,Night,Completed,2
412,2025-07-10,Morning,Completed,3
413,2025-07-10,Afternoon,Scheduled,3
414,2025-07-10,Night,Scheduled,3
415,2025-07-10,Morning,Completed,4
416,2025-07-10,Afternoon,Completed,4
417,2025-07-10,Night,Completed,4
418,2025-07-10,Morning,Completed,5
419,2025-07-10,Afternoon,Completed,5
420,2025-07-10,Night,Scheduled,5
421,2025-07-10,Morning,Completed,6
422,2025-07-10,Afternoon,Completed,6
423,2025-07-10,Night,Completed,6
424,2025-07-10,Morning,Completed,7
425,2025-07-10,Afternoon,Completed,7
426,2025-07-10,Night,Completed,7
427,2025-07-10,Morning,Completed,8
428,2025-07-10,Afternoon,Completed,8
429,2025-07-10,Night,Completed,8
430,2025-07-10,Morning,Completed,9
431,2025-07-10,Afternoon,Scheduled,9
432,2025-07-10,Night,Completed,9
433,2025-07-10,Morning,Scheduled,10
434,2025-07-10,Afternoon,Completed,10
435,2025-07-10,Night,Completed,10
436,2025-07-10,Morning,Completed,11
437,2025-07-10,Afternoon,Completed,11
438,2025-07-10,Night,Completed,11
439,2025-07-10,Morning,Completed,12
440,2025-07-10,Afternoon,Completed,12
441,2025-07-10,Night,Scheduled,12
442,2025-07-10,Morning,Completed,13
443,2025-07-10,Afternoon,Completed,13
444,2025-07-10,Night,Completed,13
445,2025-07-10,Morning,Scheduled,14
446,2025-07-10,Afternoon,Completed,14
447,2025-07-10,Night,Completed,14
448,2025-07-10,Morning,Completed,15
449,2025-07-10,Afternoon,Completed,15
450,2025-07-10,Night,Scheduled,15
451,2025-07-11,Morning,Scheduled,1
452,2025-07-11,Afternoon,Completed,1
453,2025-07-11,Night,Scheduled,1
454,2025-07-11,Morning,Scheduled,2
455,2025-07-11,Afternoon,Completed,2
456,2025-07-11,Night,Completed,2
457,2025-07-11,Morning,Completed,3
458,2025-07-11,Afternoon,Scheduled,3
459,2025-07-11,Night,Completed,3
460,2025-07-11,Morning,Completed,4
461,2025-07-11,Afternoon,Scheduled,4
462,2025-07-11,Night,Completed,4
463,2025-07-11,Morning,Scheduled,5
464,2025-07-11,Afternoon,Completed,5
465,2025-07-11,Night,Completed,5
466,2025-07-11,Morning,Completed,6
467,2025-07-11,Afternoon,Completed,6
468,2025-07-11,Night,Completed,6
469,2025-07-11,Morning,Completed,7
470,2025-07-11,Afternoon,Completed,7
471,2025-07-11,Night,Completed,7
472,2025-07-11,Morning,Completed,8
473,2025-07-11,Afternoon,Completed,8
474,2025-07-11,Night,Completed,8
475,2025-07-11,Morning,Completed,9
476,2025-07-11,Afternoon,Scheduled,9
477,2025-07-11,Night,Scheduled,9
478,2025-07-11,Morning,Completed,10
479,2025-07-11,Afternoon,Completed,10
480,2025-07-11,Night,Completed,10
481,2025-07-11,Morning,Completed,11
482,2025-07-11,Afternoon,Scheduled,11
483,2025-07-11,Night,Scheduled,11
484,2025-07-11,Morning,Completed,12
485,2025-07-11,Afternoon,Completed,12
486,2025-07-11,Night,Completed,12
487,2025-07-11,Morning,Completed,13
488,2025-07-11,Afternoon,Completed,13
489,2025-07-11,Night,Completed,13
490,2025-07-11,Morning,Scheduled,14
491,2025-07-11,Afternoon,Completed,14
492,2025-07-11,Night,Completed,14
493,2025-07-11,Morning,Completed,15
494,2025-07-11,Afternoon,Scheduled,15
495,2025-07-11,Night,Scheduled,15
496,2025-07-12,Morning,Scheduled,1
497,2025-07-12,Afternoon,Completed,1
498,2025-07-12,Night,Scheduled,1
499,2025-07-12,Morning,Completed,2
500,2025-07-12,Afternoon,Scheduled,2
501,2025-07-12,Night,Scheduled,2
502,2025-07-12,Morning,Completed,3
503,2025-07-12,Afternoon,Scheduled,3
504,2025-07-12,Night,Completed,3
505,2025-07-12,Morning,Completed,4
506,2025-07-12,Afternoon,Completed,4
507,2025-07-12,Night,Scheduled,4
508,2025-07-12,Morning,Scheduled,5
509,2025-07-12,Afternoon,Completed,5
510,2025-07-12,Night,Completed,5
511,2025-07-12,Morning,Completed,6
512,2025-07-12,Afternoon,Completed,6
513,2025-07-12,Night,Completed,6
514,2025-07-12,Morning,Completed,7
515,2025-07-12,Afternoon,Completed,7
516,2025-07-12,Night,Completed,7
517,2025-07-12,Morning,Completed,8
518,2025-07-12,Afternoon,Completed,8
519,2025-07-12,Night,Completed,8
520,2025-07-12,Morning,Completed,9
521,2025-07-12,Afternoon,Completed,9
522,2025-07-12,Night,Completed,9
523,2025-07-12,Morning,Completed,10
524,2025-07-12,Afternoon,Completed,10
525,2025-07-12,Night,Completed,10
526,2025-07-12,Morning,Completed,11
527,2025-07-12,Afternoon,Completed,11
528,2025-07-12,Night,Completed,11
529,2025-07-12,Morning,Completed,12
530,2025-07-12,Afternoon,Completed,12
531,2025-07-12,Night,Completed,12
532,2025-07-12,Morning,Completed,13
533,2025-07-12,Afternoon,Completed,13
534,2025-07-12,Night,Completed,13
535,2025-07-12,Morning,Scheduled,14
536,2025-07-12,Afternoon,Completed,14
537,2025-07-12,Night,Completed,14
538,2025-07-12,Morning,Completed,15
539,2025-07-12,Afternoon,Completed,15
540,2025-07-12,Night,Completed,15
541,2025-07-13,Morning,Completed,1
542,2025-07-13,Afternoon,Completed,1
543,2025-07-13,Night,Completed,1
544,2025-07-13,Morning,Scheduled,2
545,2025-07-13,Afternoon,Completed,2
546,2025-07-13,Night,Completed,2
547,2025-07-13,Morning,Scheduled,3
548,2025-07-13,Afternoon,Completed,3
549,2025-07-13,Night,Completed,3
550,2025-07-13,Morning,Completed,4
551,2025-07-13,Afternoon,Completed,4
552,2025-07-13,Night,Completed,4
553,2025-07-13,Morning,Completed,5
554,2025-07-13,Afternoon,Completed,5
555,2025-07-13,Night,Completed,5
556,2025-07-13,Morning,Completed,6
557,2025-07-13,Afternoon,Scheduled,6
558,2025-07-13,Night,Completed,6
559,2025-07-13,Morning,Completed,7
560,2025-07-13,Afternoon,Completed,7
561,2025-07-13,Night,Completed,7
562,2025-07-13,Morning,Scheduled,8
563,2025-07-13,Afternoon,Scheduled,8
564,2025-07-13,Night,Scheduled,8
565,2025-07-13,Morning,Completed,9
566,2025-07-13,Afternoon,Completed,9
567,2025-07-13,Night,Scheduled,9
568,2025-07-13,Morning,Completed,10
569,2025-07-13,Afternoon,Completed,10
570,2025-07-13,Night,Scheduled,10
571,2025-07-13,Morning,Scheduled,11
572,2025-07-13,Afternoon,Completed,11
573,2025-07-13,Night,Completed,11
574,2025-07-13,Morning,Completed,12
575,2025-07-13,Afternoon,Completed,12
576,2025-07-13,Night,Completed,12
577,2025-07-13,Morning,Scheduled,13
578,2025-07-13,Afternoon,Scheduled,13
579,2025-07-13,Night,Completed,13
580,2025-07-13,Morning,Completed,14
581,2025-07-13,Afternoon,Completed,14
582,2025-07-13,Night,Completed,14
583,2025-07-13,Morning,Completed,15
584,2025-07-13,Afternoon,Completed,15
585,2025-07-13,Night,Scheduled,15
586,2025-07-14,Morning,Completed,1
587,2025-07-14,Afternoon,Completed,1
588,2025-07-14,Night,Completed,1
589,2025-07-14,Morning,Completed,2
590,2025-07-14,Afternoon,Completed,2
591,2025-07-14,Night,Scheduled,2
592,2025-07-14,Morning,Completed,3
593,2025-07-14,Afternoon,Scheduled,3
594,2025-07-14,Night,Scheduled,3
595,2025-07-14,Morning,Completed,4
596,2025-07-14,Afternoon,Completed,4
597,2025-07-14,Night,Completed,4
598,2025-07-14,Morning,Completed,5
599,2025-07-14,Afternoon,Scheduled,5
600,2025-07-14,Night,Completed,5
601,2025-07-14,Morning,Scheduled,6
602,2025-07-14,Afternoon,Completed,6
603,2025-07-14,Night,Scheduled,6
604,2025-07-14,Morning,Completed,7
605,2025-07-14,Afternoon,Completed,7
606,2025-07-14,Night,Completed,7
607,2025-07-14,Morning,Scheduled,8
608,2025-07-14,Afternoon,Scheduled,8
609,2025-07-14,Night,Completed,8
610,2025-07-14,Morning,Completed,9
611,2025-07-14,Afternoon,Completed,9
612,2025-07-14,Night,Scheduled,9
613,2025-07-14,Morning,Completed,10
614,2025-07-14,Afternoon,Completed,10
615,2025-07-14,Night,Completed,10
616,2025-07-14,Morning,Completed,11
617,2025-07-14,Afternoon,Scheduled,11
618,2025-07-14,Night,Completed,11
619,2025-07-14,Morning,Scheduled,12
620,2025-07-14,Afternoon,Completed,12
621,2025-07-14,Night,Completed,12
622,2025-07-14,Morning,Completed,13
623,2025-07-14,Afternoon,Completed,13
624,2025-07-14,Night,Completed,13
625,2025-07-14,Morning,Scheduled,14
626,2025-07-14,Afternoon,Completed,14
627,2025-07-14,Night,Completed,14
628,2025-07-14,Morning,Scheduled,15
629,2025-07-14,Afternoon,Completed,15
630,2025-07-14,Night,Completed,15
631,2025-07-15,Morning,Scheduled,1
632,2025-07-15,Afternoon,Completed,1
633,2025-07-15,Night,Completed,1
634,2025-07-15,Morning,Completed,2
635,2025-07-15,Afternoon,Scheduled,2
636,2025-07-15,Night,Scheduled,2
637,2025-07-15,Morning,Completed,3
638,2025-07-15,Afternoon,Completed,3
639,2025-07-15,Night,Completed,3
640,2025-07-15,Morning,Scheduled,4
641,2025-07-15,Afternoon,Completed,4
642,2025-07-15,Night,Completed,4
643,2025-07-15,Morning,Completed,5
644,2025-07-15,Afternoon,Completed,5
645,2025-07-15,Night,Completed,5
646,2025-07-15,Morning,Completed,6
647,2025-07-15,Afternoon,Completed,6
648,2025-07-15,Night,Completed,6
649,2025-07-15,Morning,Completed,7
650,2025-07-15,Afternoon,Completed,7
651,2025-07-15,Night,Completed,7
652,2025-07-15,Morning,Completed,8
653,2025-07-15,Afternoon,Completed,8
654,2025-07-15,Night,Completed,8
655,2025-07-15,Morning,Scheduled,9
656,2025-07-15,Afternoon,Completed,9
657,2025-07-15,Night,Completed,9
658,2025-07-15,Morning,Completed,10
659,2025-07-15,Afternoon,Scheduled,10
660,2025-07-15,Night,Completed,10
661,2025-07-15,Morning,Completed,11
662,2025-07-15,Afternoon,Completed,11
663,2025-07-15,Night,Completed,11
664,2025-07-15,Morning,Completed,12
665,2025-07-15,Afternoon,Completed,12
666,2025-07-15,Night,Completed,12
667,2025-07-15,Morning,Completed,13
668,2025-07-15,Afternoon,Scheduled,13
669,2025-07-15,Night,Completed,13
670,2025-07-15,Morning,Completed,14
671,2025-07-15,Afternoon,Completed,14
672,2025-07-15,Night,Completed,14
673,2025-07-15,Morning,Completed,15
674,2025-07-15,Afternoon,Completed,15
675,2025-07-15,Night,Completed,15
676,2025-07-16,Morning,Completed,1
677,2025-07-16,Afternoon,Completed,1
678,2025-07-16,Night,Scheduled,1
679,2025-07-16,Morning,Completed,2
680,2025-07-16,Afternoon,Completed,2
681,2025-07-16,Night,Completed,2
682,2025-07-16,Morning,Completed,3
683,2025-07-16,Afternoon,Completed,3
684,2025-07-16,Night,Completed,3
685,2025-07-16,Morning,Scheduled,4
686,2025-07-16,Afternoon,Completed,4
687,2025-07-16,Night,Completed,4
688,2025-07-16,Morning,Completed,5
689,2025-07-16,Afternoon,Completed,5
690,2025-07-16,Night,Completed,5
691,2025-07-16,Morning,Completed,6
692,2025-07-16,Afternoon,Completed,6
693,2025-07-16,Night,Completed,6
694,2025-07-16,Morning,Completed,7
695,2025-07-16,Afternoon,Completed,7
696,2025-07-16,Night,Completed,7
697,2025-07-16,Morning,Completed,8
698,2025-07-16,Afternoon,Scheduled,8
699,2025-07-16,Night,Scheduled,8
700,2025-07-16,Morning,Completed,9
701,2025-07-16,Afternoon,Completed,9
702,2025-07-16,Night,Completed,9
703,2025-07-16,Morning,Completed,10
704,2025-07-16,Afternoon,Completed,10
