+-----------------+----------------+----------+--------------------+------------------+-----------------+------------------+---------------+
| department_name | admission_year | ken_code | insurance_provider | total_admissions | total_base_cost | total_extra_cost | total_revenue |
| Aimatologiko    |           2026 | Σ04Μ     | Ethniki            |                1 |         1694.00 |             0.00 |       1694.00 |
| Aimatologiko    |           2026 | Δ20Χ     | EOPYY              |                1 |         1471.00 |           220.76 |       1691.76 |
| Aimatologiko    |           2026 | Μ25Χ     | Generali           |                1 |         1260.00 |           427.80 |       1687.80 |
| Aimatologiko    |           2026 | Τ27Χ     | Interamerican      |                1 |          428.00 |          1256.88 |       1684.88 |
| Aimatologiko    |           2026 | Α27Χ     | Generali           |                1 |          350.00 |          1291.84 |       1641.84 |
| Aimatologiko    |           2026 | Δ24Μ     | Interamerican      |                1 |         1619.00 |             0.00 |       1619.00 |
| Aimatologiko    |           2026 | W11Α     | EOPYY              |                1 |          991.00 |           599.70 |       1590.70 |
| Aimatologiko    |           2026 | Η43Χ     | EOPYY              |                1 |          521.00 |          1031.12 |       1552.12 |
| Aimatologiko    |           2026 | Μ69Μ     | EOPYY              |                1 |         1533.00 |             0.00 |       1533.00 |
| Aimatologiko    |           2026 | Δ08Χ     | EOPYY              |                1 |          791.00 |           740.00 |       1531.00 |
| Aimatologiko    |           2026 | Ν36Χ     | Generali           |                1 |          482.00 |          1025.83 |       1507.83 |
| Aimatologiko    |           2026 | Κ35Μ     | EOPYY              |                1 |         1502.00 |             0.00 |       1502.00 |
| Aimatologiko    |           2026 | Θ22Μ     | Generali           |                1 |         1393.00 |             0.00 |       1393.00 |
| Aimatologiko    |           2026 | Ξ21Μ     | Uninsured          |                1 |         1136.00 |             0.00 |       1136.00 |
| Aimatologiko    |           2026 | Φ22Χ     | EOPYY              |                1 |          827.00 |             0.00 |        827.00 |
| Aimatologiko    |           2026 | Δ24Χ     | Interamerican      |                1 |          802.00 |             0.00 |        802.00 |
| Aimatologiko    |           2026 | Π50Χ     | EOPYY              |                1 |          374.00 |           270.03 |        644.03 |
| Aimatologiko    |           2026 | Ν36Χ     | Eurolife           |                1 |          482.00 |             0.00 |        482.00 |
| Aimatologiko    |           2026 | Υ25Χ     | EOPYY              |                1 |          405.00 |             0.00 |        405.00 |
| Cheirourgiko    |           2026 | Κ01Χ     | EOPYY              |                1 |        12420.00 |          1327.20 |      13747.20 |
| Cheirourgiko    |           2026 | Φ01Α     | EOPYY              |                1 |        12204.00 |             0.00 |      12204.00 |
| Cheirourgiko    |           2026 | Φ01Α     | Uninsured          |                1 |        12204.00 |             0.00 |      12204.00 |
| Cheirourgiko    |           2026 | Ρ05Μα    | EOPYY              |                1 |         8110.00 |             0.00 |       8110.00 |
| Cheirourgiko    |           2026 | Μ03Χ     | EOPYY              |                1 |         6411.00 |             0.00 |       6411.00 |
| Cheirourgiko    |           2026 | Κ12Μ     | Eurolife           |                1 |         5465.00 |           514.23 |       5979.23 |
| Cheirourgiko    |           2026 | Α21Μ     | EOPYY              |                1 |         2187.00 |          1325.45 |       3512.45 |
| Cheirourgiko    |           2026 | Ν32Μ     | Allianz            |                1 |         3175.00 |           295.89 |       3470.89 |
| Cheirourgiko    |           2026 | Α25Μ     | EOPYY              |                1 |         1766.00 |          1671.67 |       3437.67 |
| Cheirourgiko    |           2026 | Ρ23Α     | EOPYY              |                1 |          428.00 |          2902.44 |       3330.44 |
| Cheirourgiko    |           2026 | Σ02Χα    | Allianz            |                1 |         3109.00 |             0.00 |       3109.00 |
| Cheirourgiko    |           2026 | Θ20Χ     | Interamerican      |                1 |         1580.00 |          1439.62 |       3019.62 |
| Cheirourgiko    |           2026 | Μ79Μ     | EOPYY              |                1 |         2942.00 |             0.00 |       2942.00 |
| Cheirourgiko    |           2026 | Ν24Μ     | Ethniki            |                1 |         2389.00 |           549.64 |       2938.64 |
| Cheirourgiko    |           2026 | Δ13Μ     | Uninsured          |                1 |         2856.00 |             0.00 |       2856.00 |
| Cheirourgiko    |           2026 | Θ21Α     | Uninsured          |                1 |         2599.00 |             0.00 |       2599.00 |
| Cheirourgiko    |           2026 | Ο17Α     | Eurolife           |                1 |         2423.00 |             0.00 |       2423.00 |
| Cheirourgiko    |           2026 | Α36Α     | Generali           |                1 |         2412.00 |             0.00 |       2412.00 |
| Cheirourgiko    |           2026 | Π05Χ     | Generali           |                1 |         1379.00 |          1010.04 |       2389.04 |
| Cheirourgiko    |           2026 | Ν24Μ     | EOPYY              |                1 |         2389.00 |             0.00 |       2389.00 |
| Cheirourgiko    |           2026 | Ρ24Μβ    | Generali           |                1 |         1401.00 |           926.09 |       2327.09 |
| Cheirourgiko    |           2026 | Κ34Μ     | Generali           |                1 |         2233.00 |             0.00 |       2233.00 |
| Cheirourgiko    |           2026 | Μ23Α     | Uninsured          |                1 |          661.00 |          1494.81 |       2155.81 |
| Cheirourgiko    |           2026 | Π28Α     | Generali           |                1 |          290.00 |          1781.92 |       2071.92 |
| Cheirourgiko    |           2026 | Ν26Μ     | Ethniki            |                1 |         2062.00 |             0.00 |       2062.00 |
| Cheirourgiko    |           2026 | Μ60Α     | Eurolife           |                1 |         1720.00 |             0.00 |       1720.00 |
| Cheirourgiko    |           2026 | Α02Μβ    | Eurolife           |                1 |         1595.00 |             0.00 |       1595.00 |
| Cheirourgiko    |           2026 | Θ22Μ     | EOPYY              |                1 |         1393.00 |             0.00 |       1393.00 |
| Cheirourgiko    |           2026 | Η08Χ     | Eurolife           |                1 |         1273.00 |             0.00 |       1273.00 |
| Cheirourgiko    |           2026 | Ο12Α     | EOPYY              |                1 |          583.00 |           650.16 |       1233.16 |
| Cheirourgiko    |           2026 | Ο21Μ     | EOPYY              |                1 |          934.00 |             0.00 |        934.00 |
| Cheirourgiko    |           2026 | Ξ20Χβ    | EOPYY              |                1 |          257.00 |           559.95 |        816.95 |
| Cheirourgiko    |           2026 | Δ08Χ     | EOPYY              |                1 |          791.00 |             0.00 |        791.00 |
| Cheirourgiko    |           2026 | S24Μ     | Uninsured          |                1 |          770.00 |             0.00 |        770.00 |
| Cheirourgiko    |           2026 | Μ78Χ     | Generali           |                1 |          475.00 |             0.00 |        475.00 |
| Dermatologiko   |           2026 | Μ01Χ     | Eurolife           |                1 |         9606.00 |           195.78 |       9801.78 |
| Dermatologiko   |           2026 | Τ23Α     | EOPYY              |                1 |         7359.00 |             0.00 |       7359.00 |
| Dermatologiko   |           2026 | Γ07Α     | Generali           |                1 |          742.00 |          5747.72 |       6489.72 |
| Dermatologiko   |           2026 | Θ07Α     | EOPYY              |                1 |         1276.00 |          4868.37 |       6144.37 |
| Dermatologiko   |           2026 | Μ12Μα    | Interamerican      |                1 |         5478.00 |             0.00 |       5478.00 |
| Dermatologiko   |           2026 | Γ07Α     | MetLife            |                1 |          742.00 |          4180.16 |       4922.16 |
| Dermatologiko   |           2026 | Ν41Χ     | Ethniki            |                1 |          693.00 |          3705.91 |       4398.91 |
| Dermatologiko   |           2026 | Π02Χ     | MetLife            |                1 |         2771.00 |          1105.30 |       3876.30 |
| Dermatologiko   |           2026 | Ω04Χ     | EOPYY              |                1 |         1934.00 |          1777.90 |       3711.90 |
| Dermatologiko   |           2026 | Κ12Χ     | EOPYY              |                1 |         3694.00 |             0.00 |       3694.00 |
| Dermatologiko   |           2026 | Ν01Χ     | Interamerican      |                1 |         1980.00 |          1612.08 |       3592.08 |
| Dermatologiko   |           2026 | Π05Μβ    | EOPYY              |                1 |         2085.00 |          1483.23 |       3568.23 |
| Dermatologiko   |           2026 | Φ22Μ     | Ethniki            |                1 |         2357.00 |          1095.40 |       3452.40 |
| Dermatologiko   |           2026 | Κ33Α     | Allianz            |                1 |         3132.00 |           252.08 |       3384.08 |
| Dermatologiko   |           2026 | Γ09Α     | Eurolife           |                1 |          418.00 |          2776.10 |       3194.10 |
| Dermatologiko   |           2026 | Κ17Χ     | EOPYY              |                1 |         2617.00 |           141.98 |       2758.98 |
| Dermatologiko   |           2026 | Α01Χ     | Interamerican      |                1 |         2712.00 |             0.00 |       2712.00 |
| Dermatologiko   |           2026 | Μ64Μ     | EOPYY              |                1 |         2669.00 |             0.00 |       2669.00 |
| Dermatologiko   |           2026 | Ρ20Μ     | Ethniki            |                1 |         2514.00 |             0.00 |       2514.00 |
| Dermatologiko   |           2026 | Ν07Μ     | Generali           |                1 |         2513.00 |             0.00 |       2513.00 |
| Dermatologiko   |           2026 | Κ18Μ     | EOPYY              |                1 |         2226.00 |             0.00 |       2226.00 |
| Dermatologiko   |           2026 | Λ02Μ     | Generali           |                1 |         1743.00 |           132.14 |       1875.14 |
| Dermatologiko   |           2026 | Λ04Μ     | EOPYY              |                1 |         1807.00 |             0.00 |       1807.00 |
| Dermatologiko   |           2026 | Α28Μ     | Generali           |                1 |         1377.00 |           359.16 |       1736.16 |
| Dermatologiko   |           2026 | Δ20Χ     | Uninsured          |                1 |         1471.00 |           220.76 |       1691.76 |
| Dermatologiko   |           2026 | Μ72Μ     | Uninsured          |                1 |         1681.00 |             0.00 |       1681.00 |
| Dermatologiko   |           2026 | Φ64Χ     | Ethniki            |                1 |          303.00 |          1188.00 |       1491.00 |
| Dermatologiko   |           2026 | Ρ10Χ     | Interamerican      |                1 |         1473.00 |             0.00 |       1473.00 |
| Dermatologiko   |           2026 | Τ20Χ     | EOPYY              |                1 |          512.00 |           686.88 |       1198.88 |
| Dermatologiko   |           2026 | Ζ22Χ     | Interamerican      |                2 |          794.00 |           122.68 |        916.68 |
| Dermatologiko   |           2026 | S24Μ     | Generali           |                1 |          770.00 |             0.00 |        770.00 |
| Gynaikologiko   |           2026 | Ε04Α     | Interamerican      |                1 |        30015.00 |             0.00 |      30015.00 |
| Gynaikologiko   |           2026 | Ζ02Μ     | MetLife            |                1 |         7225.00 |          1271.46 |       8496.46 |
| Gynaikologiko   |           2026 | Μ12Μα    | Generali           |                1 |         5478.00 |             0.00 |       5478.00 |
| Gynaikologiko   |           2026 | Μ07Α     | Eurolife           |                1 |         5235.00 |             0.00 |       5235.00 |
| Gynaikologiko   |           2026 | Μ60Α     | EOPYY              |                1 |         1720.00 |          3266.72 |       4986.72 |
| Gynaikologiko   |           2026 | Π44Χ     | EOPYY              |                1 |         1073.00 |          3124.44 |       4197.44 |
| Gynaikologiko   |           2026 | Κ10Χ     | Allianz            |                1 |         2724.00 |           548.90 |       3272.90 |
| Gynaikologiko   |           2026 | Π50Χ     | Eurolife           |                1 |          374.00 |          2700.30 |       3074.30 |
| Gynaikologiko   |           2026 | Α21Μ     | Uninsured          |                1 |         2187.00 |           757.40 |       2944.40 |
| Gynaikologiko   |           2026 | Μ69Μ     | MetLife            |                1 |         1533.00 |          1327.48 |       2860.48 |
| Gynaikologiko   |           2026 | S20Α     | MetLife            |                1 |          934.00 |          1913.08 |       2847.08 |
| Gynaikologiko   |           2026 | Α28Μ     | Interamerican      |                1 |         1377.00 |          1436.64 |       2813.64 |
| Gynaikologiko   |           2026 | Σ03Χ     | Generali           |                2 |         2198.00 |           526.66 |       2724.66 |
| Gynaikologiko   |           2026 | Ν26Μ     | Interamerican      |                1 |         2062.00 |           634.38 |       2696.38 |
| Gynaikologiko   |           2026 | Ν01Χ     | EOPYY              |                1 |         1980.00 |           537.36 |       2517.36 |
| Gynaikologiko   |           2026 | Α36Α     | EOPYY              |                1 |         2412.00 |             0.00 |       2412.00 |
| Gynaikologiko   |           2026 | Α23Α     | EOPYY              |                1 |          319.00 |          2010.58 |       2329.58 |
| Gynaikologiko   |           2026 | Μ63Μ     | Ethniki            |                1 |         1198.00 |          1047.34 |       2245.34 |
| Gynaikologiko   |           2026 | Α25Μ     | Uninsured          |                1 |         1766.00 |           477.62 |       2243.62 |
| Gynaikologiko   |           2026 | S23Μ     | Ethniki            |                1 |         2039.00 |             0.00 |       2039.00 |
| Gynaikologiko   |           2026 | Β06Μ     | Eurolife           |                1 |         1930.00 |             0.00 |       1930.00 |
| Gynaikologiko   |           2026 | Α30Χ     | MetLife            |                1 |          607.00 |          1193.30 |       1800.30 |
| Gynaikologiko   |           2026 | Π40Χ     | Generali           |                1 |          677.00 |           957.84 |       1634.84 |
| Gynaikologiko   |           2026 | Π44Χ     | Interamerican      |                1 |         1073.00 |           520.74 |       1593.74 |
| Gynaikologiko   |           2026 | Θ20Χ     | EOPYY              |                1 |         1580.00 |             0.00 |       1580.00 |
| Gynaikologiko   |           2026 | Η20Χ     | Eurolife           |                1 |         1517.00 |             0.00 |       1517.00 |
| Gynaikologiko   |           2026 | Α33Μβ    | EOPYY              |                1 |         1043.00 |             0.00 |       1043.00 |
| Gynaikologiko   |           2026 | Ο20Χ     | Ethniki            |                1 |         1035.00 |             0.00 |       1035.00 |
| Gynaikologiko   |           2026 | Φ24Χ     | Ethniki            |                1 |          934.00 |             0.00 |        934.00 |
| Gynaikologiko   |           2026 | Γ20Χ     | MetLife            |                1 |          755.00 |             0.00 |        755.00 |
| Gynaikologiko   |           2026 | Π40Χ     | Eurolife           |                1 |          677.00 |             0.00 |        677.00 |
| Gynaikologiko   |           2026 | Υ08Χ     | MetLife            |                1 |          631.00 |             0.00 |        631.00 |
| Gynaikologiko   |           2026 | Λ23Α     | Interamerican      |                1 |          265.00 |             0.00 |        265.00 |
| Kardiologiko    |           2026 | Κ32Μ     | EOPYY              |              200 |       412400.00 |             0.00 |     412400.00 |
| Kardiologiko    |           2026 | Τ02Α     | EOPYY              |                1 |        20279.00 |             0.00 |      20279.00 |
| Kardiologiko    |           2026 | Μ03Χ     | EOPYY              |                1 |         6411.00 |          2160.45 |       8571.45 |
| Kardiologiko    |           2026 | Θ04Χ     | Interamerican      |                2 |         5696.00 |          2520.35 |       8216.35 |
| Kardiologiko    |           2026 | Σ03Χ     | Interamerican      |                1 |         1099.00 |          5266.60 |       6365.60 |
| Kardiologiko    |           2026 | Γ05Χ     | Interamerican      |                1 |         1374.00 |          4952.78 |       6326.78 |
| Kardiologiko    |           2026 | Ξ02Χ     | Generali           |                1 |          781.00 |          5494.60 |       6275.60 |
| Kardiologiko    |           2026 | Ν24Χ     | Uninsured          |                1 |         1159.00 |          3826.95 |       4985.95 |
| Kardiologiko    |           2026 | Ο17Α     | EOPYY              |                1 |         2423.00 |          1737.48 |       4160.48 |
| Kardiologiko    |           2026 | Φ40Α     | EOPYY              |                1 |         3649.00 |             0.00 |       3649.00 |
| Kardiologiko    |           2026 | Α11Χ     | Interamerican      |                1 |         3635.00 |             0.00 |       3635.00 |
| Kardiologiko    |           2026 | Π43Α     | EOPYY              |                1 |          335.00 |          3038.70 |       3373.70 |
| Kardiologiko    |           2026 | Υ22Χ     | Ethniki            |                1 |          545.00 |          2716.23 |       3261.23 |
| Kardiologiko    |           2026 | Δ08Χ     | Interamerican      |                1 |          791.00 |          2405.00 |       3196.00 |
| Kardiologiko    |           2026 | Μ19Μ     | Generali           |                1 |         2648.00 |           398.04 |       3046.04 |
| Kardiologiko    |           2026 | Υ20Μα    | Generali           |                1 |         2934.00 |             0.00 |       2934.00 |
| Kardiologiko    |           2026 | Θ05Χ     | EOPYY              |                1 |         1218.00 |          1579.60 |       2797.60 |
| Kardiologiko    |           2026 | Α36Α     | Uninsured          |                1 |         2412.00 |             0.00 |       2412.00 |
| Kardiologiko    |           2026 | Π40Χ     | EOPYY              |                1 |          677.00 |          1676.22 |       2353.22 |
| Kardiologiko    |           2026 | Τ26Μβ    | Interamerican      |                1 |         2346.00 |             0.00 |       2346.00 |
| Kardiologiko    |           2026 | Γ06Χ     | Interamerican      |                1 |         1264.00 |          1051.26 |       2315.26 |
| Kardiologiko    |           2026 | Β06Χ     | Ethniki            |                1 |         1659.00 |           528.00 |       2187.00 |
| Kardiologiko    |           2026 | Ο03Α     | Eurolife           |                1 |          837.00 |           823.16 |       1660.16 |
| Kardiologiko    |           2026 | Ρ24Μβ    | Ethniki            |                1 |         1401.00 |           168.38 |       1569.38 |
| Kardiologiko    |           2026 | Β24Α     | EOPYY              |                1 |          296.00 |          1240.50 |       1536.50 |
| Kardiologiko    |           2026 | Φ64Χ     | MetLife            |                1 |          303.00 |          1188.00 |       1491.00 |
| Kardiologiko    |           2026 | Ο11Α     | Uninsured          |                1 |          639.00 |           707.12 |       1346.12 |
| Kardiologiko    |           2026 | Ι22Χ     | Ethniki            |                1 |          366.00 |           708.78 |       1074.78 |
| Kardiologiko    |           2026 | Η42Χ     | Generali           |                1 |          708.00 |           215.26 |        923.26 |
| Kardiologiko    |           2026 | Α22Χ     | MetLife            |                1 |          630.00 |             0.00 |        630.00 |
| Kardiologiko    |           2026 | Μ63Χ     | Generali           |                1 |          444.00 |             0.00 |        444.00 |
| Kardiologiko    |           2026 | Τ27Χ     | EOPYY              |                1 |          428.00 |             0.00 |        428.00 |
| Kardiologiko    |           2026 | Δ23Χ     | MetLife            |                1 |          366.00 |             0.00 |        366.00 |
| Nefrologiko     |           2026 | Κ03Χ     | Ethniki            |                1 |        11734.00 |           516.44 |      12250.44 |
| Nefrologiko     |           2026 | Ω02Μα    | Uninsured          |                1 |         5420.00 |           739.32 |       6159.32 |
| Nefrologiko     |           2026 | Π02Μ     | EOPYY              |                1 |         5741.00 |             0.00 |       5741.00 |
| Nefrologiko     |           2026 | Ο04Α     | EOPYY              |                1 |         1356.00 |          4317.00 |       5673.00 |
| Nefrologiko     |           2026 | Ω37Β     | MetLife            |                1 |          661.00 |          4266.24 |       4927.24 |
| Nefrologiko     |           2026 | Π43Α     | Generali           |                1 |          335.00 |          4123.95 |       4458.95 |
| Nefrologiko     |           2026 | Θ04Μ     | EOPYY              |                1 |         4378.00 |             0.00 |       4378.00 |
| Nefrologiko     |           2026 | Η40Χ     | EOPYY              |                1 |          366.00 |          3376.80 |       3742.80 |
| Nefrologiko     |           2026 | Π45Χ     | Interamerican      |                1 |          623.00 |          3094.02 |       3717.02 |
| Nefrologiko     |           2026 | Ν30Χ     | EOPYY              |                1 |         1191.00 |          2423.34 |       3614.34 |
| Nefrologiko     |           2026 | Π27Α     | Interamerican      |                1 |          265.00 |          3333.59 |       3598.59 |
| Nefrologiko     |           2026 | Ν06Μ     | EOPYY              |                1 |         3297.00 |           284.52 |       3581.52 |
| Nefrologiko     |           2026 | Η40Μα    | EOPYY              |                1 |         2654.00 |           679.70 |       3333.70 |
| Nefrologiko     |           2026 | Π27Μ     | Eurolife           |                1 |         2521.00 |           730.98 |       3251.98 |
| Nefrologiko     |           2026 | Π26Χ     | Generali           |                1 |         1245.00 |          1835.82 |       3080.82 |
| Nefrologiko     |           2026 | Π03Χα    | Generali           |                1 |         2826.00 |             0.00 |       2826.00 |
| Nefrologiko     |           2026 | Δ22Μ     | Allianz            |                1 |          965.00 |          1276.80 |       2241.80 |
| Nefrologiko     |           2026 | Μ73Χ     | EOPYY              |                1 |          584.00 |          1505.88 |       2089.88 |
| Nefrologiko     |           2026 | Κ15Χ     | Ethniki            |                1 |         2013.00 |             0.00 |       2013.00 |
| Nefrologiko     |           2026 | Α34Μβ    | EOPYY              |                1 |         1393.00 |           546.52 |       1939.52 |
| Nefrologiko     |           2026 | Κ36Μ     | MetLife            |                1 |          957.00 |           860.82 |       1817.82 |
| Nefrologiko     |           2026 | Λ04Μ     | Eurolife           |                1 |         1807.00 |             0.00 |       1807.00 |
| Nefrologiko     |           2026 | Α31Μ     | Generali           |                1 |         1798.00 |             0.00 |       1798.00 |
| Nefrologiko     |           2026 | Α25Μ     | Uninsured          |                1 |         1766.00 |             0.00 |       1766.00 |
| Nefrologiko     |           2026 | Ξ20Χα    | Uninsured          |                1 |          786.00 |           731.46 |       1517.46 |
| Nefrologiko     |           2026 | Η20Χ     | Generali           |                1 |         1517.00 |             0.00 |       1517.00 |
| Nefrologiko     |           2026 | Δ20Χ     | Ethniki            |                1 |         1471.00 |             0.00 |       1471.00 |
| Nefrologiko     |           2026 | Α33Χ     | MetLife            |                1 |          607.00 |           760.34 |       1367.34 |
| Nefrologiko     |           2026 | Η41Χ     | EOPYY              |                1 |          872.00 |           326.88 |       1198.88 |
| Nefrologiko     |           2026 | Υ05Χ     | Ethniki            |                1 |         1000.00 |             0.00 |       1000.00 |
| Nefrologiko     |           2026 | Μ30Α     | MetLife            |                1 |          891.00 |             0.00 |        891.00 |
| Nefrologiko     |           2026 | Ξ20Χα    | EOPYY              |                1 |          786.00 |             0.00 |        786.00 |
| Nefrologiko     |           2026 | Β22Α     | Eurolife           |                1 |          545.00 |             0.00 |        545.00 |
| Nefrologiko     |           2026 | Μ71Χ     | Generali           |                1 |          405.00 |             0.00 |        405.00 |
| Neurologiko     |           2026 | Τ02Α     | Interamerican      |                1 |        20279.00 |             0.00 |      20279.00 |
| Neurologiko     |           2026 | Κ07Μβ    | EOPYY              |                1 |         7279.00 |           571.38 |       7850.38 |
| Neurologiko     |           2026 | Ν36Μ     | Ethniki            |                1 |         1486.00 |          4144.84 |       5630.84 |
| Neurologiko     |           2026 | Φ22Μ     | Interamerican      |                1 |         2357.00 |          3067.12 |       5424.12 |
| Neurologiko     |           2026 | Π26Χ     | EOPYY              |                2 |         2490.00 |          1631.84 |       4121.84 |
| Neurologiko     |           2026 | Λ01Μ     | EOPYY              |                1 |         2171.00 |          1493.70 |       3664.70 |
| Neurologiko     |           2026 | Ν30Μα    | Ethniki            |                1 |         3408.00 |             0.00 |       3408.00 |
| Neurologiko     |           2026 | Υ20Μα    | MetLife            |                1 |         2934.00 |           420.65 |       3354.65 |
| Neurologiko     |           2026 | Ω37Α     | Ethniki            |                1 |          254.00 |          2986.83 |       3240.83 |
| Neurologiko     |           2026 | Ν32Μ     | Ethniki            |                1 |         3175.00 |             0.00 |       3175.00 |
| Neurologiko     |           2026 | Κ44Α     | EOPYY              |                1 |          311.00 |          2521.35 |       2832.35 |
| Neurologiko     |           2026 | Π03Χα    | Uninsured          |                1 |         2826.00 |             0.00 |       2826.00 |
| Neurologiko     |           2026 | Ν82Μβ    | EOPYY              |                1 |         2475.00 |             0.00 |       2475.00 |
| Neurologiko     |           2026 | Λ21Α     | MetLife            |                1 |          420.00 |          2043.60 |       2463.60 |
| Neurologiko     |           2026 | Μ67Μ     | Generali           |                1 |         2428.00 |             0.00 |       2428.00 |
| Neurologiko     |           2026 | Δ23Χ     | Allianz            |                1 |          366.00 |          1876.00 |       2242.00 |
| Neurologiko     |           2026 | Ο11Α     | Interamerican      |                1 |          639.00 |          1591.02 |       2230.02 |
| Neurologiko     |           2026 | Μ21Α     | EOPYY              |                1 |         1052.00 |          1108.05 |       2160.05 |
| Neurologiko     |           2026 | Π05Μβ    | Eurolife           |                1 |         2085.00 |             0.00 |       2085.00 |
| Neurologiko     |           2026 | W11Α     | Interamerican      |                1 |          991.00 |           959.52 |       1950.52 |
| Neurologiko     |           2026 | Ζ22Μ     | Ethniki            |                1 |         1167.00 |           712.53 |       1879.53 |
| Neurologiko     |           2026 | Κ36Μ     | EOPYY              |                1 |          957.00 |           860.82 |       1817.82 |
| Neurologiko     |           2026 | Π05Χ     | Ethniki            |                1 |         1379.00 |           425.28 |       1804.28 |
| Neurologiko     |           2026 | Χ42Χ     | Interamerican      |                1 |         1331.00 |           423.66 |       1754.66 |
| Neurologiko     |           2026 | Μ25Χ     | EOPYY              |                1 |         1260.00 |           427.80 |       1687.80 |
| Neurologiko     |           2026 | Μ71Χ     | Interamerican      |                1 |          405.00 |          1083.60 |       1488.60 |
| Neurologiko     |           2026 | Ο11Α     | EOPYY              |                1 |          639.00 |           353.56 |        992.56 |
| Neurologiko     |           2026 | Ζ22Χ     | EOPYY              |                1 |          397.00 |             0.00 |        397.00 |
| Ogkologiko      |           2026 | Τ04Α     | Interamerican      |                1 |        11997.00 |             0.00 |      11997.00 |
| Ogkologiko      |           2026 | Κ03Χ     | EOPYY              |                1 |        11734.00 |             0.00 |      11734.00 |
| Ogkologiko      |           2026 | Φ02Μ     | MetLife            |                1 |         9426.00 |           583.70 |      10009.70 |
| Ogkologiko      |           2026 | Σ20Μ     | Interamerican      |                1 |         7435.00 |             0.00 |       7435.00 |
| Ogkologiko      |           2026 | Κ07Μβ    | EOPYY              |                1 |         7279.00 |             0.00 |       7279.00 |
| Ogkologiko      |           2026 | Ο22Α     | EOPYY              |                1 |          327.00 |          5943.89 |       6270.89 |
| Ogkologiko      |           2026 | Π02Μ     | Interamerican      |                1 |         5741.00 |             0.00 |       5741.00 |
| Ogkologiko      |           2026 | Λ04Χ     | Ethniki            |                1 |          571.00 |          5165.34 |       5736.34 |
| Ogkologiko      |           2026 | Θ06Χ     | MetLife            |                1 |         1581.00 |          3993.45 |       5574.45 |
| Ogkologiko      |           2026 | Λ04Μ     | EOPYY              |                1 |         1807.00 |          3720.60 |       5527.60 |
| Ogkologiko      |           2026 | Η02Μα    | EOPYY              |                1 |         5111.00 |             0.00 |       5111.00 |
| Ogkologiko      |           2026 | Δ12Μ     | EOPYY              |                1 |         4871.00 |             0.00 |       4871.00 |
| Ogkologiko      |           2026 | Ν05Α     | Generali           |                1 |          439.00 |          3520.61 |       3959.61 |
| Ogkologiko      |           2026 | Α34Μα    | Allianz            |                1 |         1977.00 |          1875.44 |       3852.44 |
| Ogkologiko      |           2026 | Δ12Χα    | Ethniki            |                1 |         3097.00 |           602.79 |       3699.79 |
| Ogkologiko      |           2026 | Γ05Χ     | MetLife            |                1 |         1374.00 |          2039.38 |       3413.38 |
| Ogkologiko      |           2026 | Ο20Χ     | Interamerican      |                1 |         1035.00 |          1870.20 |       2905.20 |
| Ogkologiko      |           2026 | Ν82Μβ    | EOPYY              |                1 |         2475.00 |           397.04 |       2872.04 |
