product_id,substance_name
673,Budesonide
674,Budesonide
675,Budesonide
676,Butamirate Citrate
677,Buprenorphine
678,Febuxostat
679,Cabazitaxel 2-Propanol Solvate
680,Cabazitaxel
681,Cabazitaxel
682,Cabazitaxel
683,Colecalciferol
683,Calcium Carbonate
684,Ergotamine Tartrate
684,Anhydrous Caffeine
685,Calcium Carbonate
685,Cholecalciferol Concentrate
686,Cinacalcet
687,Cholecalciferol Concentrate (Powder Form)
688,Calcium Folinate
689,Calcium Carbonate
690,Colecalciferol
690,Calcium Carbonate
691,Calcium Carbonate
691,Calcium Lactate Gluconate
692,Calcium
693,Colecalciferol
693,Calcium
694,Calcipotriol
694,Anhydrous
695,Calcium Chloride Dihydrate
696,Calcium Chloride Dihydrate
697,Calcium Folinate Hydrate
698,Calcium Folinate
699,Calcium Gluconate Monohydrate
700,Calcium Gluconate Monohydrate
701,Calcium Gluconate
702,Calcium Gluconate
703,Alfacalcidol
704,Colecalciferol
704,Calcium Carbonate
705,Colecalciferol
705,Calcium Carbonate
706,Salicylic Acid
707,Calcium Chloride Dihydrate
708,Colecalciferol
708,Calcium Carbonate
709,Omeprazole Sodium
710,Candesartan
710,Hydrochlorothiazide
711,Hydrochlorothiazide
711,Candesartan Cilexetil
712,Fluconazole
713,Centaury
713,Powder
713,Lovage Root
713,Powder
713,Rosemary Leaf
713,Powder
714,Clotrimazole
715,Clotrimazole
716,Clotrimazole
717,Magnesium Chloride Hexahydrate
717,Sodium Chloride
717,Calcium Chloride Dihydrate
717,Glucose Monohydrate
717,Sodium-L-Lactate
718,Magnesium Chloride Hexahydrate
718,Sodium Chloride
718,Calcium Chloride Dihydrate
718,Glucose Monohydrate
718,Sodium-L-Lactate
719,Magnesium Chloride Hexahydrate
719,Sodium Chloride
719,Calcium Chloride Dihydrate
719,Glucose Monohydrate
719,Sodium-L-Lactate
720,Magnesium Chloride Hexahydrate
720,Sodium Chloride
720,Calcium Chloride Dihydrate
720,Glucose Monohydrate
720,Sodium (S)-Lactate Solution
721,Capecitabine
722,Capecitabine
723,Dronabinol
723,Cannabidiol
724,Dronabinol
724,Cannabidiol
725,Olanzapine
726,Capsaicin
727,Capsaicin
728,Amlodipine Besilate
728,Candesartan Cilexetil
729,Meropenem Anhydrous
730,Carboplatin
731,Carboplatin
732,Carboplatin
733,Simeticone
733,Charcoal
733,Activated
734,Simeticone
734,Charcoal
734,Activated
735,Clopidogrel
736,Amlodipine
736,Hydrochlorothiazide
736,Ramipril
737,Stannous Chloride
737,Copper Tetramibi Tetrafluoroborate
737,L-Cysteine Hydrochloride Monohydrate
738,Atorvastatin
739,Amlodipine
739,Hydrochlorothiazide
739,Candesartan Cilexetil
740,Atorvastatin
741,Doxazosin Mesilate
742,Amlodipine
742,Telmisartan
743,Carglumic Acid
744,Carglumic Acid
745,Carglumic Acid
746,Donepezil Hydrochloride
747,Lidocaine Hydrochloride Monohydrate
748,Carmustine
749,Carmustine
750,Levocarnitine
751,Levocarnitine
752,Levocarnitine
753,Carvedilol
754,Carvedilol
755,Carvedilol
756,Caspofungin
757,Bicalutamide
758,Caspofungin
759,Caspofungin
760,Caspofungin
761,Clonidine Hydrochloride
762,Fluprednidene Acetate
762,Miconazole Nitrate
763,Alprostadil
764,Acetic Acid
764,Glacial
764,Sodium Hydrogen Carbonate
764,Magnesium Chloride Hexahydrate
764,Potassium Chloride
764,Sodium Chloride
764,Calcium Chloride Dihydrate
764,Glucose Monohydrate
765,Cefaclor
766,Cefaclor
767,Solifenacin Succinate
768,Cefaclor
769,Tanacetum Parthenium (L.) Schultz Bip.
770,Cefatrizine
771,Cefatrizine
772,Cefepime Dihydrochloride Monohydrate
773,Cefprozil
774,Cefprozil
775,Ceftazidime
776,Ceftazidime
777,Ceftazidime
778,Ceftazidime Pentahydrate
779,Ceftazidime Pentahydrate
780,Cefixime
781,Cefixime
782,Cefixime
783,Ceftriaxone Sodium
784,Ceftriaxone Sodium
785,Ceftriaxone
786,Ceftriaxone
787,Ceftriaxone
788,Cefepime
789,Cefuroxime Sodium
790,Cefuroxime
791,Cefuroxime Sodium
792,Celecoxib
793,Betamethasone Valerate
793,Gentamicin Sulfate
794,Betamethasone Acetate
794,Betamethasone Sodium Phosphate
795,Ambroxol Hydrochloride
796,Rosuvastatin
797,Ezetimibe
797,Rosuvastatin Calcium
798,Donepezil Hydrochloride
799,Desogestrel
800,Exametazime
801,Retinol Palmitate
801,Ascorbic Acid
801,Biotin
801,Colecalciferol
801,Cyanocobalamin
801,Dexpanthenol
801,Folic Acid
801,Nicotinamide
801,Pyridoxine Hydrochloride
801,Riboflavin Sodium Phosphate Dihydrate
801,Dl-Alpha-Tocopherol
801,Cocarboxylase Tetrahydrate
802,Everolimus
803,Sertraline Hydrochloride
804,Cetirizine Dihydrochloride
805,Cetirizine Dihydrochloride
806,Levodropropizine
807,Levodropropizine
808,Ciprofloxacin Hydrochloride
809,Aciclovir
810,Aciclovir
811,Cetrorelix
812,Terbinafine
813,Terbinafine Hydrochloride
814,Terbinafine Hydrochloride
815,Carbocisteine
